SMILES,DrugBank,Name,CAS,Predict_RF_ECFP_reg,Predict_RF_MACCS_reg,Predict_GCN_reg,Predict_GAT_reg,Predict_MPNN_reg,Predict_AttentiveFP_reg,Avg. Prediction,DrugBank,CTD,Pubmed
O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,DB14723,Larotrectinib,1223403-58-4,4.984301563,4.857308782,4.955247,5.735301,5.648905,5.484192,5.277542557,,,
COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,DB06652,Vicriviroc,306296-47-9,4.752476246,4.915867384,5.526413,5.1410265,5.7586694,5.5671415,5.276932338,,,
O=CC(=O)CNC(=O)c1cc(N(CCBr)CCBr)c([N+](=O)[O-])cc1[N+](=O)[O-],DB04138,"5-[Bis(2-bromoethyl)amino]-N-(2,3-dioxopropyl)-2,4-dinitrobenzamide",,5.405918674,5.303879863,5.1600437,5.9043884,4.355832,5.5301228,5.276697573,,,
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN([C@H]2CC[C@@](O)(c3cncs3)CC2)C1,DB12632,JNJ-41443532,1228650-83-6,5.288502631,5.287459851,5.4241443,5.3886867,5.1749706,5.0959625,5.276621097,,,
C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,DB15261,Butafenacil,134605-64-4,5.055524172,5.186709349,5.3213353,5.756559,4.8384924,5.501026,5.276607704,,,
O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1,DB08827,Lomitapide,182431-12-5,5.290112519,5.040228753,5.1752057,5.935731,4.7376595,5.4765053,5.275907129,,,
Cc1c(Cl)c(C)[n+]([O-])c(Cl)c1-c1noc(-c2cc(O)c(O)c([N+](=O)[O-])c2)n1,DB11632,Opicapone,923287-50-7,4.838765963,5.040042208,5.2029347,5.4290986,6.226579,4.9175396,5.275826678,,,
Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P@@](=O)(O)O[P@](=O)(O)O[P@@](=O)(O)O[P@@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)O2)c(=O)[nH]c1=O,DB03280,p1-(5'-adenosyl)p5-(5'-thymidyl)pentaphosphate,,5.343185147,5.569900552,4.8979864,5.357359,5.27063,5.214779,5.275640016,,,
Cc1sc(C(=O)c2cncnc2N[C@H]2C[C@H](O)[C@@H](COS(N)(=O)=O)C2)cc1[C@@H]1NCCc2ccc(Cl)cc21,DB16406,Subasumstat,1858276-04-6,4.78680769,5.225313408,5.3729806,5.760848,5.093353,5.409659,5.27482695,,,
C[C@@H](NC(=O)c1cc(F)ccc1O)c1ccc(Br)cc1,DB02880,N-[(1R)-1-(4-Bromophenyl)ethyl]-5-fluoro-2-hydroxybenzamide,163669-81-6,5.546974162,5.036821543,5.379898,5.833011,5.0548677,4.7949805,5.274425484,,,
NS(=O)(=O)c1ccc(CNC(=O)c2cn[nH]c2-c2cc(Cl)c(O)cc2O)cc1,DB04588,"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE",,5.473096642,4.933003674,5.4193983,5.5538163,5.4662166,4.8002687,5.274300036,,,
C[C@H]1CCc2c(N3CCC(O)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,DB16219,Levonadifloxacin,154357-42-3,5.466491417,5.478345307,4.89836,5.2661395,5.3616223,5.1746354,5.274265654,,,
Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,DB11967,Binimetinib,606143-89-9,5.411060378,5.250388362,4.8320913,5.4638042,4.890702,5.796736,5.274130373,,,
O=C(NOC[C@@H](O)CO)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F,DB03115,"5-Bromo-N-[(2S)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide",,5.21225473,5.220896347,5.0096807,5.538689,4.8168144,5.844297,5.273772029,,,
Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,DB00301,Flucloxacillin,5250-39-5,5.261580609,5.300205156,4.882494,5.504371,4.9815397,5.7123623,5.273758794,,,
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3ccccc3)nc3cc(OC)ccc23)CN1C(=O)[C@@H](CC(=O)N1CCCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,DB12069,Sovaprevir,1001667-23-7,4.943530825,5.214866631,5.721808,5.165337,5.034693,5.5603848,5.273436709,,,
CCNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1,DB06719,Buserelin,57982-77-1,4.769989956,5.528711605,5.3368154,5.151558,5.721476,5.131684,5.273372493,,,
CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,DB01167,Itraconazole,84625-61-6,5.120253006,4.831770451,5.4168563,5.6032195,4.809976,5.8579907,5.273344326,,,
Nc1ccn(C2CC(OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(=O)nc(N)[nH]c54)C[C@@H]3O)C(CO)O2)c(=O)n1,DB03326,"Deoxycytidylyl-3',5'-guanosine",52474-59-6,5.054183701,5.790393554,4.9037094,5.4011407,5.1322694,5.357932,5.273271459,,,
CC1=[O+][Fe-3]2345ON1CCC[C@@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](C(=O)O)[C@@H](O)[C@H]1S[C@@H](n6cc/c(=N/C(N)=O)n(C)c6=O)[C@@H](O)[C@@H]1O)NC(=O)[C@@H](CCCN(O2)C(C)=[O+]3)NC(=O)[C@H](N)CCCN(O4)C(C)=[O+]5,DB02724,Delta-2-Albomycin A1,,4.861502006,5.589961035,4.50211,5.611604,5.276194,5.788207,5.27159634,,,
Nc1ccn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4ccc(=O)[nH]c4=O)[C@H](O)[C@@H]3O)O2)c(=O)n1,DB04983,Denufosol,211448-85-0,5.427679005,5.516546751,4.8677583,5.273024,5.2846932,5.2593336,5.271505809,,,
CC(=O)N[C@@H](Cc1ccc(P(=O)(O)O)c(P(=O)(O)O)c1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,DB02336,RU83876,,5.479884089,4.422598749,5.7860684,5.231366,5.823938,4.885129,5.271497373,,,
CCC1=C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,DB12586,Anhydrovinblastine,38390-45-3,5.431072548,5.786948723,5.3390636,5.0308433,5.0469255,4.9937553,5.271434828,,,
CCOc1ccc(-c2cc(C)cn2-c2ccc(S(N)(=O)=O)cc2)cc1,DB12378,Apricoxib,197904-84-0,5.214613244,4.997957792,5.5834103,5.522338,5.4758725,4.832517,5.271118139,,,
O=C(O)Cn1cc(Cc2nc3c(F)c(F)cc(F)c3s2)c2ccccc21,DB07063,Lidorestat,245116-90-9,5.503364761,4.897774487,5.342562,5.51394,5.469034,4.898033,5.270784708,,,
Cc1nnc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)o1,DB07811,"N-cyclopropyl-2',6-dimethyl-4'-(5-methyl-1,3,4-oxadiazol-2-yl)biphenyl-3-carboxamide",,5.543174498,4.781426859,5.8571234,5.1048703,5.1479416,5.187601,5.270356276,,,
COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(CCNC(N)=O)c(=O)n1CC2,DB16157,Ensifentrine,1884461-72-6,4.985895709,5.307001342,5.4225097,5.1183057,5.460389,5.3260937,5.270032525,,,
CCCN(CCC)C(=O)C(CCC(=O)OCCCN1CCN(CCOC(=O)Cc2c(C)n(C(=O)c3ccc(Cl)cc3)c3ccc(OC)cc23)CC1)NC(=O)c1ccccc1,DB13527,Proglumetacin,57132-53-3,5.169742943,4.944918812,4.9528503,5.356442,5.700254,5.4959326,5.270023443,,,
NS(=O)(=O)c1cc(-c2nn[nH]n2)c(NCc2cccs2)cc1Cl,DB08961,Azosemide,27589-33-9,4.868559669,4.425217765,6.286758,5.6350803,5.5387816,4.862914,5.269551889,,,
CN1C(=O)C(F)=C[C@]2(C)[C@H]3CC[C@]4(C)[C@@H](C(=O)NCc5nc6ncccc6[nH]5)CC[C@H]4[C@@H]3CC[C@@H]12,DB16244,MK-0773,606101-58-0,5.049187259,5.335205844,4.7198105,5.358531,5.6833897,5.470789,5.26948555,,,
C[C@H](CCC(=O)N[C@@H](CCCCNC(=S)Nc1ccc(C2c3ccc(O)cc3Oc3cc(O)ccc32)c(C(=O)O)c1)C(=O)O)[C@H]1CC[C@H]2[C@H]3[C@H](C[C@H](O)[C@@]21C)[C@@]1(C)CC[C@@H](O)C[C@H]1C[C@H]3O,DB12030,Fluorescein lisicol,140616-46-2,4.519743582,4.867052971,5.085042,5.870316,5.0287795,6.2440047,5.269156459,,,
Cc1c(/C=C2\C(=O)Nc3ccc(F)cc32)[nH]c2c1C(=O)N(C[C@H](O)CN1CCOCC1)CCC2,DB13019,Henatinib,1239269-51-2,5.143906568,5.195085661,5.079638,5.228952,5.4548326,5.509879,5.268715638,,,
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,DB00482,Celecoxib,169590-42-5,5.092336816,4.786191249,5.6137104,5.675359,5.531795,4.912631,5.268670577,,,
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O[P@](O)(=S)OC[C@H]2O[C@@H](n3cnc4c(N)ncnc43)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,DB04389,Ado-P-Ch2-P-Ps-Ado,,5.396874244,5.569928126,4.749226,5.0785837,5.167429,5.6494775,5.268586428,,,
N=C([S-])c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,DB01763,7-thionicotinamide-adenine-dinucleotide phosphate,,5.556173749,4.914018167,5.21358,5.230324,5.061722,5.635164,5.268496986,,,
C[C@H]1[C@@H]2[C@@H](C)Nc3nc(N)[nH]c(=O)c3N2CN1c1ccc(C[C@@H](O)[C@@H](O)[C@H](O)CO[C@H]2O[C@H](CO[P@](=O)(O)O[C@@H](CCC(=O)O)C(=O)O)[C@@H](O)[C@@H]2O)cc1,DB03481,"5,10-Dimethylene Tetrahydromethanopterin",,5.255577205,5.298309404,5.1947927,5.360718,4.8129096,5.683237,5.267590651,,,
Cc1cc(F)ccc1[C@H]1C[C@@H](N2CCN3C(=O)CC[C@H]3C2)CCN1C(=O)N(C)[C@H](C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,DB12427,Orvepitant,579475-18-6,4.884272155,4.726286715,5.3704658,5.512762,5.1948686,5.9164495,5.267517462,,,
CC[C@H](C)C[C@H](C)CCCCCCCCC(=O)N[C@H]1C[C@@H](O)[C@@H](NCCN)NC(=O)[C@@H]2[C@@H](O)CCN2C(=O)[C@H]([C@H](O)CCN)NC(=O)[C@H]([C@H](O)[C@@H](O)c2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@H]([C@@H](C)O)NC1=O,DB00520,Caspofungin,162808-62-0,4.953636465,4.90748951,5.6527367,5.439827,5.314949,5.3355937,5.267372063,,,
COC(=O)CC[C@@H]1N=C(c2ccccn2)c2cc(Br)ccc2-n2c(C)cnc21,DB12404,Remimazolam,308242-62-8,4.965371282,5.926290743,5.216467,5.3251276,5.150594,5.0203104,5.267360171,,,
C[C@H](CN1CCOCC1)n1c(NC(N)=O)nc2cc(/C=C3\c4ccccc4COc4cc(F)ccc43)ccc21,DB15367,LY-2623091,1162264-07-4,4.899253517,4.985664319,5.313264,5.273617,5.4460607,5.6853304,5.267198323,,,
CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1,DB09059,Atosiban,90779-69-4,5.107898122,5.288181728,5.369846,5.577035,5.105897,5.153994,5.267141975,,,
CCCN(C)C(=O)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,DB03503,"4-Acetyl-4-guanidino-6-methyl(propyl)carboxamide-4,5-dihydro-2H-pyran-2-carboxylic acid",,5.179759758,5.417160264,4.81437,5.237941,6.129169,4.822489,5.266814837,,,
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,DB12001,Abemaciclib,1231929-97-7,5.163624899,5.350466594,5.030871,5.229959,5.1177893,5.7026234,5.265889032,,,
C[C@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)Cn1ccc2ccccc21,DB02479,(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,,4.896579572,4.778521422,5.80195,5.587726,5.7915897,4.7352514,5.265269682,,,
C[C@@H](CNC(=O)c1ccc(S(N)(=O)=O)cc1)Cn1ccc2ccccc21,DB03950,(S)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,,4.896579572,4.778521422,5.80195,5.587726,5.7915897,4.7352514,5.265269682,,,
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,DB11979,Elagolix,834153-87-6,4.839471981,5.296871959,5.3788643,5.7557116,5.058367,5.2569523,5.26437319,,,
CCCCn1c(=O)n(Cc2ccccc2F)c(=O)c2[nH]c(Cc3ccc(NC(C)=O)cc3)nc21,DB02008,1-(2-Fluorobenzyl)-3-Butyl-8-(N-Acetyl-4-Aminobenzyl)-Xanthine,,4.827501675,5.412315923,5.1878943,5.5151253,5.4012513,5.2395616,5.263941683,,,
Cc1nnc(C(C)C)n1[C@H]1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,DB04835,Maraviroc,376348-65-1,4.880615854,5.130209671,5.569748,5.31821,5.353518,5.3243213,5.262770471,,,
NC(N)=N[C@@H](C(=O)NCC(=O)N1CCC(c2cc(-c3cccc(Cl)c3Cl)n[nH]2)CC1)C1CCCCC1,DB03957,SP2456,,4.8765924,5.18037226,5.026949,5.7538843,5.5452485,5.1932626,5.262718177,,,
NC(=O)[C@](O)(CNc1nc(-c2cc(-c3ccon3)n(Cc3ccccc3F)n2)ncc1F)C(F)(F)F,DB15238,Olinciguat,1628732-62-6,5.285647069,5.421595654,5.4729133,5.4666157,4.8924003,5.036745,5.262652837,,,
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,DB05239,Cobimetinib,934660-93-2,4.823832737,5.68752455,5.252551,5.4539776,4.672502,5.685466,5.262642314,,,
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,DB00050,Cetrorelix,120287-85-6,5.027277369,5.200695608,5.1056924,5.125554,5.765335,5.3501134,5.262444629,,,
CO[C@H]([C@H](O)CO)[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1NC(C)=O,DB12791,Laninamivir,203120-17-6,5.284012329,5.177869731,4.83921,5.497578,5.8008714,4.9730997,5.26210686,,,
N=C(N)c1ccc(O)c(CN2CC[C@H](NS(=O)(=O)c3cc4ncccc4s3)C2=O)c1,DB02744,RPR131247,,4.83701616,5.349142432,5.3973265,5.3592143,5.837847,4.7913194,5.261977632,,,
COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,DB12307,Foretinib,849217-64-7,4.919582092,5.476046612,4.9451566,5.405138,5.1744723,5.6493855,5.261630184,,,
COc1nsc(NC(=O)N2C[C@H]3C[C@H](N(C)c4ncnc5[nH]ccc45)C[C@H]3C2)n1,DB16756,Ivarmacitinib,1445987-21-2,4.775009504,4.938608397,4.920243,5.8939514,5.5781994,5.463585,5.26159945,,,
Cc1cc(N2CCC[C@@H]2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1,DB06916,"N-[2-(1,3-BENZODIOXOL-5-YL)ETHYL]-1-[2-(1H-IMIDAZOL-1-YL)-6-METHYLPYRIMIDIN-4-YL]-D-PROLINAMIDE",,4.95796085,4.96320154,5.3009877,5.650368,5.3579974,5.33864,5.261525915,,,
O=C(Nc1ccc(OC(F)(F)F)cc1)c1sccc1NCc1ccnc2ccccc12,DB05913,OSI-930,728033-96-3,4.998671726,5.105626162,5.5617423,5.3956804,5.4947586,5.010783,5.261210365,,,
CCO[C@@H]1OC(=O)C[C@@H]1NC(=O)[C@@H]1CCCN2C(=O)CC[C@H](NC(=O)c3nccc4ccccc34)C(=O)N12,DB04875,Pralnacasan,192755-52-5,5.255258098,5.208625421,5.0846033,5.445097,5.3011127,5.2714844,5.261030153,,,
CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)OCC(C)(C)CCCCc1cccc3c1CN(C3)C(=O)O2)C(=O)NS(=O)(=O)C1CC1,DB11929,Vaniprevir,923590-37-8,4.932562951,5.122364548,5.344679,5.2575073,5.2594643,5.649081,5.260943183,,,
CNC(=N)NCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)NNC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](Cc1ccc(O)cc1)NC(C)=O)[C@@H](C)O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,DB11975,TAK-448,1234319-68-6,5.070266863,5.43659289,5.3474874,4.9039497,5.489824,5.3171883,5.260884859,,,
Cc1nc(CN2CCN([C@H](C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(/C=N/O)cc3)C(C)C)C2=O)cs1,DB04748,OXIMINOARYLSULFONAMIDE,,5.216179817,5.464684585,4.757455,5.3238564,5.866927,4.93556,5.260777134,,,
CCCCCCCCCCCCSCC(COP(=O)(O)OC[C@H]1O[C@@H](n2cc(C)c(=O)[nH]c2=O)C[C@@H]1N=[N+]=[N-])OCCCCCCCCCC,DB12423,Fozivudine Tidoxil,141790-23-0,5.261478405,5.220430428,5.46841,5.090507,5.78041,4.74121,5.260407639,,,
N[C@@H](CNC(=O)CC[C@@H](NC(=O)c1ccc(NCc2c[nH]c3ncnc(=O)c-3n2)cc1)C(=O)O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CS)C(=O)O,DB11810,Etarfolatide,479578-27-3,5.325204584,5.178390188,5.307237,5.475702,5.217376,5.055275,5.259864129,,,
CC[C@H](C)[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC)C(C)C)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(=O)O,DB12199,TRV-120027,1234510-46-3,4.981541755,5.348884607,5.081249,5.3086147,5.6385016,5.197322,5.259352277,,,
CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,DB00669,Sumatriptan,103628-46-2,4.968569841,5.162467314,5.4239907,4.9267926,6.2250233,4.847081,5.258987459,,,
CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,DB16021,Levosulpiride,23672-07-3,5.186648092,4.889172824,5.9684887,5.235115,5.3077974,4.9647293,5.258658553,,,
COC[C@H]1O[C@@H](OC2OC[C@@H]3O[C@]4(O[C@H]3[C@H]2OC(=O)C(C)C)O[C@H](C)[C@@](O)(C(C)=O)[C@@H]2OCO[C@H]24)[C@@H](OC)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](C)[C@H](OC)[C@H](O[C@H]2C[C@@]3(C)OC4(C[C@@H](O)[C@H](O[C@H]5C[C@@H](O)[C@H](OC(=O)c6c(C)c(Cl)c(O)c(Cl)c6OC)[C@@H](C)O5)[C@@H](C)O4)O[C@@H]3[C@@H](C)O2)[C@H]1O,DB11375,Avilamycin,11051-71-1,5.304202125,4.568289087,5.5923142,5.8003798,5.068343,5.2182603,5.258631419,,,
Cn1cc(-c2ccc3c(c2)ncn3-c2cc(NS(=O)(=O)C3CC3)cc(-c3ccc(F)cc3F)c2)cn1,DB16843,ODM-203,1430723-35-5,5.120809549,4.934564692,5.8686323,5.457715,5.2366447,4.9326973,5.25851059,,,
CCN(CC)CCn1c2c(c3ccc(OC)cc31)CCN1C[C@H]3C[C@@H](OC(=O)c4cc(OC)c(OC)c(OC)c4)[C@H](OC)[C@@H](C(=O)OC)[C@H]3C[C@H]21,DB13575,Bietaserpine,53-18-9,5.24683884,4.994162408,5.0141525,5.6168113,5.786942,4.8909273,5.258305725,,,
CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,DB08874,Fidaxomicin,873857-62-6,4.986876719,4.431676619,5.307423,5.5785627,4.799832,6.445285,5.258276006,,,
C=CCN(C)C/C=C/COc1cc2c(cc1F)c(-c1ccc(Br)cc1)nn2C,DB02139,(2e)-N-Allyl-4-{[3-(4-Bromophenyl)-5-Fluoro-1-Methyl-1h-Indazol-6-Yl]Oxy}-N-Methyl-2-Buten-1-Amine,,4.96669038,5.084262902,5.339487,5.5930486,5.23203,5.3332663,5.258130864,,,
O=C(CCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1cc(O)c(O)c([N+](=O)[O-])c1,DB03336,BIA,,4.735846344,5.775251651,4.788194,5.2345204,5.5871015,5.423199,5.257352149,,,
C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)O)CC2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(=O)O.[64Cu+2],DB15873,Copper oxodotreotide Cu-64,1426155-87-4,5.030704821,4.633668919,5.5075617,5.394888,5.29555,5.6804414,5.257135807,,,
NS(=O)(=O)c1ccc(C(=O)NCc2cc(F)ccc2F)cc1,DB03039,"4-(Aminosulfonyl)-N-[(2,5-Difluorophenyl)Methyl]-Benzamide",,5.151225285,4.72346103,6.016054,5.401767,5.5037045,4.745878,5.257014969,,,
CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,DB13002,HKI-357,848133-17-5,4.917367161,5.286771908,4.706457,5.903339,5.1214323,5.6057625,5.256854978,,,
NS(=O)(=O)c1cc2c(cc1Cl)NC(CC1CCCC1)NS2(=O)=O,DB13532,Cyclopenthiazide,742-20-1,4.932744521,5.216732939,6.152509,5.151102,5.39037,4.6974454,5.25681731,,,
COc1c(C)cc2c(c1O)[C@@H]1[C@@H]3Cc4c(OC(C)=O)c(C)c5c(c4[C@H](CNC(=O)/C=C/c4cccc(C(F)(F)F)c4)N3[C@@H](O)[C@H](C2)N1C)OCO5,DB12454,Zalypsis,308359-57-1,5.185960013,4.76305338,5.289327,5.7645965,5.1450086,5.3905544,5.256416649,,,
CCCCc1nc(-c2ccc(OCCCN(CC)CC)cc2)cn1-c1ccc(Oc2ccc(Cl)cc2)cc1,DB12689,Azeliragon,603148-36-3,4.675226189,5.051332185,5.769143,5.7031426,4.9523034,5.385913,5.256176729,,,
Cc1ncc(NC(=O)c2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1,DB11904,Flumatinib,895519-90-1,5.257457604,4.974916523,5.517798,5.33909,4.8675027,5.5793247,5.256014921,,,
Cc1cccc2c1NC(=O)[C@@H](NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O)N=C2c1cccc(F)c1,DB13126,BMS-986115,1584647-27-7,4.992831798,5.579659146,5.0315933,5.3737807,5.119638,5.437084,5.255764491,,,
Cc1nn(C)c(Oc2ccccc2)c1/C=N/OCc1ccc(C(=O)OC(C)(C)C)cc1,DB16164,Fenpyroximate,134098-61-6,4.77534978,5.374282172,5.3711686,4.8956947,5.6855803,5.430071,5.255357759,,,
Cc1cn2nc([C@@H]3CCCCN3C(=O)c3cc(Cl)ccc3NS(C)(=O)=O)cc2nc1N1CC[C@H](N)C1,DB12165,Presatovir,1353625-73-6,4.704302478,4.994491343,5.452123,5.6044416,5.2570977,5.519083,5.25525652,,,
CO/C1=C/C(C)=C\[C@@H](C)[C@@H](O)[C@@H](C)C/C(C)=C\C=C/[C@H](OC)C([C@@H](C)[C@@H](O)[C@H](C)[C@@]2(O)C[C@@H](OC(=O)/C=C/C(=O)NC3=C(O)CCC3=O)[C@H](C)[C@@H](C(C)C)O2)OC1=O,DB06734,Bafilomycin B1,88899-56-3,4.737216276,5.901570507,4.951451,4.7833166,5.1631627,5.993447,5.255027347,,,
O=c1c(C2=NS(=O)(=O)c3ccccc3N2)c(O)c2cc(F)ccc2n1CCC1CC1,DB08278,"1-(2-cyclopropylethyl)-3-(1,1-dioxo-2H-1,2,4-benzothiadiazin-3-yl)-6-fluoro-4-hydroxy-2(1H)-quinolinone",477931-14-9,4.971587641,5.874386874,5.3485,5.4434824,4.938041,4.949937,5.254322486,,,
